Slowly need better exposure here,NV\
Slowly bring in the assistant view,NV\
Slowly how are we on anesthesia,NV\
Slowly ease up the tension,NV\
Slowly retract deeper on the right,NV\
Slowly suction's weak\'97check the line,NV\
Slowly tilt the scope up a little,NV\
Slowly keep the field dry,NV\
Slowly we're almost at the target,NV\
Slowly recenter the view,NV\
Slowly hold that a second longer,NV\
Slowly any bleeding left,NV\
Slowly confirm the margin now,NV\
Slowly zoom in one more level,NV\
Slowly switch tools when ready,NV\
Slowly cut a bit to the left,NV\
Slowly clear the smoke,NV\
Slowly preserve that structure,NV\
Slowly does the depth look okay,NV\
Slowly clean the lens quickly,NV\
Slowly almost done here,NV\
Slowly reinforce that suture,NV\
Slowly pass me the clip applier,NV\
Slowly let's close now,NV\
Right away increase the magnification a bit,NV\
Right away apply suction here for a second,NV\
Right away irrigate this area now,NV\
Right away hold that tissue steady,NV\
Right away give me a better angle on the bleeding,NV\
Right away clamp that vessel quickly,NV\
Right away retract the muscle slightly,NV\
Right away cauterize now,NV\
Right away slow your movement on the left,NV\
Right away good keep it like that,NV\
Right away switch to the grasper,NV\
Right away bring the camera closer,NV\
Right away rotate the view slightly,NV\
Right away cut right there,NV\
Right away watch for the nerve along this path,NV\
Right away stay clear while I dissect,NV\
Right away count the sponges,NV\
Right away verify the instrument count again,NV\
Right away are vitals looking good,NV\
Right away check the blood pressure now,NV\
Right away let's pause for a moment,NV\
Right away adjust the table height,NV\
Right away small adhesion spotted,NV\
Right away proceed gently here,NV\
Right away take a quick image for documentation,NV\
Right away back up a bit,NV\
Right away need better exposure here,NV\
Right away bring in the assistant view,NV\
Right away how are we on anesthesia,NV\
Right away ease up the tension,NV\
Right away retract deeper on the right,NV\
Right away suction's weak\'97check the line,NV\
Right away tilt the scope up a little,NV\
Right away keep the field dry,NV\
Right away we're almost at the target,NV\
Right away re\uc0\u8209 center the view,NV\
Right away hold that a second longer,NV\
Right away any bleeding left,NV\
Right away confirm the margin now,NV\
Right away zoom in one more level,NV\
Right away switch tools when ready,NV\
Right away cut a bit to the left,NV\
Right away clear the smoke,NV\
Right away preserve that structure,NV\
Right away does the depth look okay,NV\
Right away clean the lens quickly,NV\
Right away almost done here,NV\
Right away reinforce that suture,NV\
Right away pass me the clip applier,NV\
Right away let's close now,NV\
Immediately increase the magnification a bit,NV\
Immediately apply suction here for a second,NV\
Immediately irrigate this area now,NV\
Immediately hold that tissue steady,NV\
Immediately give me a better angle on the bleeding,NV\
Immediately clamp that vessel quickly,NV\
Immediately retract the muscle slightly,NV\
Immediately cauterize now,NV\
Immediately slow your movement on the left,NV\
Immediately good keep it like that,NV\
Immediately switch to the grasper,NV\
Immediately bring the camera closer,NV\
Immediately rotate the view slightly,NV\
Immediately cut right there,NV\
Immediately watch for the nerve along this path,NV\
Immediately stay clear while I dissect,NV\
Immediately count the sponges,NV\
Immediately verify the instrument count again,NV\
Immediately are vitals looking good,NV\
Immediately check the blood pressure now,NV\
Immediately let's pause for a moment,NV\
Immediately adjust the table height,NV\
Immediately small adhesion spotted,NV\
Immediately proceed gently here,NV\
Immediately take a quick image for documentation,NV\
Immediately back up a bit,NV\
Immediately need better exposure here,NV\
Immediately bring in the assistant view,NV\
Immediately how are we on anesthesia,NV\
Immediately ease up the tension,NV\
Immediately retract deeper on the right,NV\
Immediately suction's weak\'97check the line,NV\
Immediately tilt the scope up a little,NV\
Immediately keep the field dry,NV\
Immediately we're almost at the target,NV\
Immediately re\uc0\u8209 center the view,NV\
Immediately hold that a second longer,NV\
Immediately any bleeding left,NV\
Immediately confirm the margin now,NV\
Immediately zoom in one more level,NV\
Immediately switch tools when ready,NV\
Immediately cut a bit to the left,NV\
Immediately clear the smoke,NV\
Immediately preserve that structure,NV\
Immediately does the depth look okay,NV\
Immediately clean the lens quickly,NV\
Immediately almost done here,NV\
Immediately reinforce that suture,NV\
Immediately pass me the clip applier,NV\
Immediately let's close now,NV\
Let's increase the magnification a bit,NV\
Let's apply suction here for a second,NV\
Let's irrigate this area now,NV\
Let's hold that tissue steady,NV\
Let's give me a better angle on the bleeding,NV\
Let's clamp that vessel quickly,NV\
Let's retract the muscle slightly,NV\
Let's cauterize now,NV\
Let's slow your movement on the left,NV\
Let's good keep it like that,NV\
Let's switch to the grasper,NV\
Let's bring the camera closer,NV\
Let's rotate the view slightly,NV\
Let's cut right there,NV\
Let's watch for the nerve along this path,NV\
Let's stay clear while I dissect,NV\
Let's count the sponges,NV\
Let's verify the instrument count again,NV\
Let's are vitals looking good,NV\
Let's check the blood pressure now,NV\
Let's let's pause for a moment,NV\
Let's adjust the table height,NV\
Let's small adhesion spotted,NV\
Let's proceed gently here,NV\
Let's take a quick image for documentation,NV\
Let's back up a bit,NV\
Let's need better exposure here,NV\
Let's bring in the assistant view,NV\
Let's how are we on anesthesia,NV\
Let's ease up the tension,NV\
Let's retract deeper on the right,NV\
Let's suction's weak\'97check the line,NV\
Let's tilt the scope up a little,NV\
Let's keep the field dry,NV\
Let's we're almost at the target,NV\
Let's re\uc0\u8209 center the view,NV\
Let's hold that a second longer,NV\
Let's any bleeding left,NV\
Let's confirm the margin now,NV\
Let's zoom in one more level,NV\
Let's switch tools when ready,NV\
Let's cut a bit to the left,NV\
Let's clear the smoke,NV\
Let's preserve that structure,NV\
Let's does the depth look okay,NV\
Let's clean the lens quickly,NV\
Let's almost done here,NV\
Let's reinforce that suture,NV\
Let's pass me the clip applier,NV\
Let's let's close now,NV\
Turn on the lights.,NV\
Play my favorite song.,NV\
Did you sterilize the tools?,NV\
Tell me a joke.,NV\
Float the left image.,NV\
The screen is blurry.,NV\
Where is my scalpel?,NV\
Drive the clamp leftward soonest.,NV\
What's the patient's heart rate?,NV\
Where's the nearest coffee shop?,NV\
Is gravity active today?,NV\
How long will this take?,NV\
Bonjour.,NV\
This clamp is not working.,NV\
Left is always right no?,NV\
Tell the camera to behave.,NV\
What time is it?,NV\
Do you like pizza?,NV\
Can you feel the tool?,NV\
Can someone adjust the monitor?,NV\
Is the camera dreaming?,NV\
Play some music in the OR.,NV\
Can you order lunch?,NV\
Mirror the scalpel\'92s thought.,NV\
Hola amigo.,NV\
Trust the machine.,NV\
What's the weather today?,NV\
Let the tools decide.,NV\
Ask the nurse to come in.,NV\
I'm tired.,NV\
Hola amigo.,NV\
Is gravity active today?,NV\
Where is my scalpel?,NV\
Can you order lunch?,NV\
Mirror the scalpel\'92s thought.,NV\
Drive the clamp leftward soonest.,NV\
Tell me a joke.,NV\
Did you sterilize the tools?,NV\
Play my favorite song.,NV\
What's the weather today?,NV\
What's the patient's heart rate?,NV\
Let the tools decide.,NV\
Can someone adjust the monitor?,NV\
Float the left image.,NV\
Turn on the lights.,NV\
Tell the camera to behave.,NV\
Left is always right no?,NV\
The screen is blurry.,NV\
I'm tired.,NV\
Trust the machine.,NV\
Do you like pizza?,NV\
How long will this take?,NV\
This clamp is not working.,NV\
Bonjour.,NV\
What time is it?,NV\
Where's the nearest coffee shop?,NV\
Play some music in the OR.,NV\
Can you feel the tool?,NV\
Is the camera dreaming?,NV\
Ask the nurse to come in.,NV\
Turn on the lights.,NV\
Ask the nurse to come in.,NV\
Is the camera dreaming?,NV\
Where is my scalpel?,NV\
Is gravity active today?,NV\
Play some music in the OR.,NV\
What's the patient's heart rate?,NV\
The screen is blurry.,NV\
Play my favorite song.,NV\
How long will this take?,NV\
Tell me a joke.,NV\
Do you like pizza?,NV\
I'm tired.,NV\
This clamp is not working.,NV\
Can someone adjust the monitor?,NV\
Trust the machine.,NV\
Left is always right no?,NV\
Let the tools decide.,NV\
Tell the camera to behave.,NV\
Did you sterilize the tools?,NV\
What's the weather today?,NV\
Drive the clamp leftward soonest.,NV\
Hola amigo.,NV\
Float the left image.,NV\
What time is it?,NV\
Bonjour.,NV\
Where's the nearest coffee shop?,NV\
Mirror the scalpel\'92s thought.,NV\
Can you feel the tool?,NV\
Can you order lunch?,NV\
Let the tools decide.,NV\
Play my favorite song.,NV\
Can you order lunch?,NV\
What's the patient's heart rate?,NV\
Turn on the lights.,NV\
Where's the nearest coffee shop?,NV\
Ask the nurse to come in.,NV\
This clamp is not working.,NV\
Float the left image.,NV\
I'm tired.,NV\
Where is my scalpel?,NV\
Mirror the scalpel\'92s thought.,NV\
Do you like pizza?,NV\
Can someone adjust the monitor?,NV\
Did you sterilize the tools?,NV\
How long will this take?,NV\
Left is always right no?,NV\
What time is it?,NV\
Is gravity active today?,NV\
Drive the clamp leftward soonest.,NV\
Tell the camera to behave.,NV\
Is the camera dreaming?,NV\
What's the weather today?,NV\
Tell me a joke.,NV\
Hola amigo.,NV\
The screen is blurry.,NV\
Trust the machine.,NV\
Bonjour.,NV\
Can you feel the tool?,NV\
Play some music in the OR.,NV\
Can someone adjust the monitor?,NV\
Ask the nurse to come in.,NV\
Hola amigo.,NV\
Tell me a joke.,NV\
Bonjour.,NV\
Mirror the scalpel\'92s thought.,NV\
Drive the clamp leftward soonest.,NV\
The screen is blurry.,NV\
Let the tools decide.,NV\
Trust the machine.,NV\
Float the left image.,NV\
How long will this take?,NV\
Is the camera dreaming?,NV\
What's the patient's heart rate?,NV\
Can you feel the tool?,NV\
Left is always right no?,NV\
Where is my scalpel?,NV\
Tell the camera to behave.,NV\
Where's the nearest coffee shop?,NV\
What's the weather today?,NV\
This clamp is not working.,NV\
Turn on the lights.,NV\
Is gravity active today?,NV\
Play my favorite song.,NV\
What time is it?,NV\
Can you order lunch?,NV\
Did you sterilize the tools?,NV\
Do you like pizza?,NV\
Play some music in the OR.,NV\
I'm tired.,NV\
Hola amigo.,NV\
What's the patient's heart rate?,NV\
Did you sterilize the tools?,NV\
Turn on the lights.,NV\
Bonjour.,NV\
Where's the nearest coffee shop?,NV\
How long will this take?,NV\
Ask the nurse to come in.,NV\
I'm tired.,NV\
Left is always right no?,NV\
Can you order lunch?,NV\
Float the left image.,NV\
This clamp is not working.,NV\
Let the tools decide.,NV\
What's the weather today?,NV\
Play some music in the OR.,NV\
Drive the clamp leftward soonest.,NV\
Tell the camera to behave.,NV\
Is gravity active today?,NV\
What time is it?,NV\
Can you feel the tool?,NV\
Where is my scalpel?,NV\
Is the camera dreaming?,NV\
The screen is blurry.,NV\
Can someone adjust the monitor?,NV\
Mirror the scalpel\'92s thought.,NV\
Tell me a joke.,NV\
Play my favorite song.,NV\
Do you like pizza?,NV\
Trust the machine.,NV\
What time is it?,NV\
Where's the nearest coffee shop?,NV\
Tell me a joke.,NV\
Drive the clamp leftward soonest.,NV\
Float the left image.,NV\
Can someone adjust the monitor?,NV\
Let the tools decide.,NV\
Turn on the lights.,NV\
I'm tired.,NV\
Bonjour.,NV\
Is the camera dreaming?,NV\
Ask the nurse to come in.,NV\
Is gravity active today?,NV\
This clamp is not working.,NV\
Play some music in the OR.,NV\
Trust the machine.,NV\
What's the patient's heart rate?,NV\
The screen is blurry.,NV\
How long will this take?,NV\
Do you like pizza?,NV\
Mirror the scalpel\'92s thought.,NV\
Did you sterilize the tools?,NV\
Can you order lunch?,NV\
Hola amigo.,NV\
Where is my scalpel?,NV\
Tell the camera to behave.,NV\
What's the weather today?,NV\
Play my favorite song.,NV\
Can you feel the tool?,NV\
Left is always right no?,NV\
Tell me a joke.,NV\
What time is it?,NV\
Play my favorite song.,NV\
Where is my scalpel?,NV\
Trust the machine.,NV\
Ask the nurse to come in.,NV\
Drive the clamp leftward soonest.,NV\
I'm tired.,NV\
Can someone adjust the monitor?,NV\
Where's the nearest coffee shop?,NV\
What's the patient's heart rate?,NV\
Play some music in the OR.,NV\
How long will this take?,NV\
Is the camera dreaming?,NV\
What's the weather today?,NV\
Can you order lunch?,NV\
Did you sterilize the tools?,NV\
Do you like pizza?,NV\
The screen is blurry.,NV\
Tell the camera to behave.,NV\
Let the tools decide.,NV\
This clamp is not working.,NV\
Bonjour.,NV\
Left is always right no?,NV\
Can you feel the tool?,NV\
Turn on the lights.,NV\
Float the left image.,NV\
Hola amigo.,NV\
Is gravity active today?,NV\
Mirror the scalpel\'92s thought.,NV\
Where is my scalpel?,NV\
Drive the clamp leftward soonest.,NV\
Bonjour.,NV\
Ask the nurse to come in.,NV\
Can someone adjust the monitor?,NV\
I'm tired.,NV\
Mirror the scalpel\'92s thought.,NV\
Tell the camera to behave.,NV\
Hola amigo.,NV\
Left is always right no?,NV\
The screen is blurry.,NV\
What's the patient's heart rate?,NV\
Is gravity active today?,NV\
Trust the machine.,NV\
Play some music in the OR.,NV\
This clamp is not working.,NV\
Play my favorite song.,NV\
Where's the nearest coffee shop?,NV\
How long will this take?,NV\
Do you like pizza?,NV\
Let the tools decide.,NV\
Did you sterilize the tools?,NV\
What's the weather today?,NV\
What time is it?,NV\
Is the camera dreaming?,NV\
Turn on the lights.,NV\
Tell me a joke.,NV\
Can you order lunch?,NV\
Float the left image.,NV\
Can you feel the tool?,NV\
What time is it?,NV\
Left is always right no?,NV\
Where's the nearest coffee shop?,NV\
I'm tired.,NV\
Can you order lunch?,NV\
Float the left image.,NV\
Play my favorite song.,NV\
Play some music in the OR.,NV\
Can someone adjust the monitor?,NV\
Tell me a joke.,NV\
How long will this take?,NV\
Do you like pizza?,NV\
Is gravity active today?,NV\
Drive the clamp leftward soonest.,NV\
Where is my scalpel?,NV\
Tell the camera to behave.,NV\
Trust the machine.,NV\
What's the weather today?,NV\
Hola amigo.,NV\
Bonjour.,NV\
The screen is blurry.,NV\
Can you feel the tool?,NV\
This clamp is not working.,NV\
Mirror the scalpel\'92s thought.,NV\
Ask the nurse to come in.,NV\
Turn on the lights.,NV\
Let the tools decide.,NV\
Is the camera dreaming?,NV\
What's the patient's heart rate?,NV\
Did you sterilize the tools?,NV\
Is the camera dreaming?,NV\
Is gravity active today?,NV\
Tell me a joke.,NV\
Turn on the lights.,NV\
Hola amigo.,NV\
Drive the clamp leftward soonest.,NV\
Bonjour.,NV\
I'm tired.,NV\
What's the weather today?,NV\
Can you feel the tool?,NV\
This clamp is not working.,NV\
Ask the nurse to come in.,NV\
Did you sterilize the tools?,NV\
Where's the nearest coffee shop?,NV\
Tell the camera to behave.,NV\
What time is it?,NV\
The screen is blurry.,NV\
Float the left image.,NV\
Can someone adjust the monitor?,NV\
Do you like pizza?,NV\
Let the tools decide.,NV\
Where is my scalpel?,NV\
Can you order lunch?,NV\
Mirror the scalpel\'92s thought.,NV\
What's the patient's heart rate?,NV\
How long will this take?,NV\
Play my favorite song.,NV\
Trust the machine.,NV\
Left is always right no?,NV\
Play some music in the OR.,NV\
Tell me a joke.,NV\
Can someone adjust the monitor?,NV\
How long will this take?,NV\
Play some music in the OR.,NV\
I'm tired.,NV\
Bonjour.,NV\
Can you order lunch?,NV\
Drive the clamp leftward soonest.,NV\
Let the tools decide.,NV\
Mirror the scalpel\'92s thought.,NV\
What's the patient's heart rate?,NV\
Tell the camera to behave.,NV\
Can you feel the tool?,NV\
Turn on the lights.,NV\
This clamp is not working.,NV\
Is the camera dreaming?,NV\
Left is always right no?,NV\
Where's the nearest coffee shop?,NV\
Hola amigo.,NV\
Do you like pizza?,NV\
Play my favorite song.,NV\
Did you sterilize the tools?,NV\
Is gravity active today?,NV\
Ask the nurse to come in.,NV\
The screen is blurry.,NV\
Where is my scalpel?,NV\
Trust the machine.,NV\
Float the left image.,NV\
What time is it?,NV\
What's the weather today?,NV\
What's the weather today?,NV\
Where's the nearest coffee shop?,NV\
Do you like pizza?,NV\
Turn on the lights.,NV\
Bonjour.,NV\
Is gravity active today?,NV\
Is the camera dreaming?,NV\
How long will this take?,NV\
Float the left image.,NV\
What time is it?,NV\
Trust the machine.,NV\
The screen is blurry.,NV\
Left is always right no?,NV\
Play my favorite song.,NV\
Can someone adjust the monitor?,NV\
Ask the nurse to come in.,NV\
Tell the camera to behave.,NV\
Let the tools decide.,NV\
Play some music in the OR.,NV\
This clamp is not working.,NV\
Did you sterilize the tools?,NV\
Tell me a joke.,NV\
Can you feel the tool?,NV\
Can you order lunch?,NV\
Mirror the scalpel\'92s thought.,NV\
I'm tired.,NV\
What's the patient's heart rate?,NV\
Hola amigo.,NV\
Drive the clamp leftward soonest.,NV\
Where is my scalpel?,NV\
Drive the clamp leftward soonest.,NV\
Ask the nurse to come in.,NV\
Bonjour.,NV\
What's the weather today?,NV\
The screen is blurry.,NV\
Left is always right no?,NV\
Hola amigo.,NV\
Can someone adjust the monitor?,NV\
Tell me a joke.,NV\
Is the camera dreaming?,NV\
Where is my scalpel?,NV\
Tell the camera to behave.,NV\
Float the left image.,NV\
Is gravity active today?,NV\
Trust the machine.,NV\
Play some music in the OR.,NV\
I'm tired.,NV\
Did you sterilize the tools?,NV\
What's the patient's heart rate?,NV\
Do you like pizza?,NV\
How long will this take?,NV\
Where's the nearest coffee shop?,NV\
Turn on the lights.,NV\
Let the tools decide.,NV\
Can you feel the tool?,NV\
Can you order lunch?,NV\
Mirror the scalpel\'92s thought.,NV\
Play my favorite song.,NV\
This clamp is not working.,NV\
What time is it?,NV\
Can you order lunch?,NV\
The screen is blurry.,NV\
Turn on the lights.,NV\
Bonjour.,NV\
Can someone adjust the monitor?,NV\
Where is my scalpel?,NV\
Left is always right no?,NV\
Tell the camera to behave.,NV\
Do you like pizza?,NV\
Play some music in the OR.,NV\
Is the camera dreaming?,NV\
What's the patient's heart rate?,NV\
Float the left image.,NV\
I'm tired.,NV\
What's the weather today?,NV\
What time is it?,NV\
Did you sterilize the tools?,NV\
Hola amigo.,NV\
Drive the clamp leftward soonest.,NV\
Trust the machine.,NV\
Can you feel the tool?,NV\
Is gravity active today?,NV\
Let the tools decide.,NV\
Where's the nearest coffee shop?,NV\
Play my favorite song.,NV\
This clamp is not working.,NV\
Mirror the scalpel\'92s thought.,NV\
Ask the nurse to come in.,NV\
How long will this take?,NV\
Tell me a joke.,NV\
What time is it?,NV\
Where's the nearest coffee shop?,NV\
Left is always right no?,NV\
Can you order lunch?,NV\
Turn on the lights.,NV\
Is gravity active today?,NV\
Ask the nurse to come in.,NV\
Where is my scalpel?,NV\
Let the tools decide.,NV\
Mirror the scalpel\'92s thought.,NV\
Is the camera dreaming?,NV\
Can you feel the tool?,NV\
This clamp is not working.,NV\
Play some music in the OR.,NV\
Bonjour.,NV\
Do you like pizza?,NV\
Hola amigo.,NV\
Tell me a joke.,NV\
Drive the clamp leftward soonest.,NV\
Play my favorite song.,NV\
The screen is blurry.,NV\
Did you sterilize the tools?,NV\
What's the patient's heart rate?,NV\
Float the left image.,NV\
What's the weather today?,NV\
Tell the camera to behave.,NV\
I'm tired.,NV\
How long will this take?,NV\
Can someone adjust the monitor?,NV\
Trust the machine.,NV\
Tell the camera to behave.,NV\
Did you sterilize the tools?,NV\
Turn on the lights.,NV\
Can you feel the tool?,NV\
Trust the machine.,NV\
Is the camera dreaming?,NV\
Let the tools decide.,NV\
What's the weather today?,NV\
What's the patient's heart rate?,NV\
Where is my scalpel?,NV\
How long will this take?,NV\
Can someone adjust the monitor?,NV\
Play some music in the OR.,NV\
Float the left image.,NV\
Hola amigo.,NV\
Can you order lunch?,NV\
Ask the nurse to come in.,NV\
Where's the nearest coffee shop?,NV\
What time is it?,NV\
Do you like pizza?,NV\
can you pass me the scalpel,NV\
what time is the meeting today,NV\
I had coffee with Dr. Patel this morning,NV\
the patient is stable for now,NV\
can you double-check the monitor settings,NV\
this clamp needs to be sterilized,NV\
the weather is nice outside today,NV\
can we get a better view of the liver,NV\
he mentioned the conference in Paris,NV\
I think the light is too bright,NV\
can you reduce the suction power,NV\
we should review the protocol again,NV\
the assistant is running late,NV\
I love working with this new team,NV\
let\'92s take a short break soon,NV\
have you tried the new cafeteria menu,NV\
this suture is a bit tight,NV\
can you adjust the chair height,NV\
please hand me the blue marker,NV\
the new gloves feel tighter than usual,NV\
how was your weekend,NV\
I watched a great movie yesterday,NV\
she's doing her residency in cardiology,NV\
can we close the drape a bit,NV\
that biopsy report came back positive,NV\
where did you put the clamp holder,NV\
this retractor is too small,NV\
we should call for an anesthesiologist,NV\
I need a new pair of goggles,NV\
the schedule for tomorrow looks packed,NV\
let's check the vitals again,NV\
you\'92re doing a great job,NV\
can someone silence the alarm,NV\
we\'92re out of gauze on this tray,NV\
this incision is healing nicely,NV\
has the consent form been signed,NV\
do you want sugar in your tea,NV\
can you pull up the CT scan,NV\
how long have you been in this hospital,NV\
I forgot to bring my badge again,NV\
they\'92re renovating the west wing,NV\
the monitor is glitching,NV\
this tissue is very vascular,NV\
let\'92s take a deep breath,NV\
are you ready to close,NV\
that was a tricky dissection,NV\
let\'92s move on to the next step,NV\
do you want me to suture this part,NV\
can we dim the lights slightly,NV\
who\'92s the next patient on the list,NV\
this tool needs recalibration,NV\
we ran out of sterile sheets,NV\
I\'92ll update the chart later,NV\
did you check the latest labs,NV\
what was the final diagnosis,NV\
this case took longer than expected,NV\
someone spilled saline on the floor,NV\
they brought new instruments today,NV\
I lost my pen again,NV\
we should notify the resident,NV\
you\'92re needed in OR 3,NV\
the bone is more brittle than usual,NV\
please remind me to call radiology,NV\
that stapler is malfunctioning,NV\
I\'92ll check on the ICU patient later,NV\
this coffee is too strong,NV\
the scrub nurse is very efficient,NV\
the conference starts at noon,NV\
that dressing needs to be changed,NV\
are we still doing rounds at 6,NV\
can you log into the system for me,NV\
that report is due tomorrow,NV\
my pager won\'92t stop buzzing,NV\
what time is lunch today,NV\
I\'92ve misplaced the patient file,NV\
I think we need more light in here,NV\
who\'92s covering ER tonight,NV\
this area looks inflamed,NV\
pass me the curved scissors,NV\
I\'92ll be on call this weekend,NV\
they\'92ve moved the supplies again,NV\
are you joining the team dinner,NV\
check the sutures one more time,NV\
do you think we\'92ll finish on time,NV\
my gloves have a tear in them,NV\
she just finished her rotation,NV\
I can\'92t find the IV tubing,NV\
they\'92re testing the fire alarm,NV\
what did you think of that lecture,NV\
they scheduled another follow-up,NV\
the table is too low,NV\
I\'92m still waiting for pathology,NV\
can we take a moment to breathe,NV\
I\'92ll be in the staff lounge,NV\
this screen is frozen again,NV\
what\'92s the dosage for that med,NV\
I missed the morning meeting,NV\
they\'92re training a new resident today,NV\
can you increase the volume,NV\
is there any more hand sanitizer,NV\
let\'92s go over the checklist again,NV\
we need a fresh set of instruments,NV\
have you met the new fellow,NV\
someone left the monitor on,NV\
do we have enough blood units ready,NV\
can you move the tray slightly,NV\
my mask keeps slipping,NV\
he\'92s on his lunch break now,NV\
I\'92ll scrub in shortly,NV\
the hallway is being painted,NV\
this clamp doesn\'92t lock well,NV\
we\'92re almost done here,NV\
I\'92ll handle the next step,NV\
do you need more retractors,NV\
can you take notes for me,NV\
the patient seems restless,NV\
I\'92ll follow up with pharmacy,NV\
she\'92s in pre-op now,NV\
that was a great save,NV\
we\'92re ahead of schedule,NV\
what\'92s the temperature in here,NV\
they ordered pizza again,NV\
you dropped your penlight,NV\
do we have more gloves,NV\
the chart is missing a page,NV\
we need to reorder supplies,NV\
check if the OR is free,NV\
he\'92s asking for ice chips,NV\
call maintenance for the leak,NV\
can you reposition the arm,NV\
I forgot my stethoscope,NV\
how\'92s your shift going,NV\
someone took my scissors,NV\
this needle is bent,NV\
we\'92re low on saline bags,NV\
who\'92s on call tomorrow,NV\
I like this new face shield,NV\
you\'92re scheduled for a double shift,NV\
he went to radiology,NV\
the suction isn\'92t working well,NV\
have you seen the new intern,NV\
this tape won\'92t hold,NV\
double-check the dosage,NV\
the new scrubs are comfortable,NV\
we should change this drape,NV\
they canceled the meeting,NV\
we\'92re moving to OR 4,NV\
there\'92s a patient waiting outside,NV\
hand me the chart please,NV\
I\'92ll print the report now,NV\
can you plug in the monitor,NV\
the floor is slippery,NV\
my ID card isn\'92t working,NV\
this isn\'92t the right size,NV\
I brought snacks for later,NV\
can someone clean this area,NV\
he\'92s allergic to penicillin,NV\
that medication is out of stock,NV\
how do you spell their name again,NV\
the gloves are too tight,NV\
there\'92s a message for you at the desk,NV\
do you know where the gauze is,NV\
I spilled my drink,NV\
the shift change is in 10 minutes,NV\
they need help in recovery,NV\
the IV is not flowing properly,NV\
we should label the samples,NV\
I\'92ll fax the form later,NV\
they called from billing,NV\
someone\'92s looking for Dr. Lee,NV\
this light keeps flickering,NV\
can you tighten the mask,NV\
the software needs updating,NV\
we\'92re expecting a delivery,NV\
the backup battery is low,NV\
we have a code blue in OR 2,NV\
there\'92s a fire drill at 3,NV\
this cable is unplugged,NV\
check the oxygen level,NV\
I need a break soon,NV\
the scanner isn\'92t responding,NV\
this clipboard is cracked,NV\
he\'92s asking for water,NV\
someone stepped on the tubing,NV\
I\'92ll text the nurse,NV\
she\'92s scrubbing in now,NV\
double-check the form,NV\
who locked this drawer,NV\
the label printer jammed,NV\
this curtain won\'92t close,NV\
can you lower the volume,NV\
they changed the passcode again,NV\
he\'92s in post-op now,NV\
I have no idea what that means.,NV\
What are you saying?,NV\
This doesn't make sense.,NV\
Repeat that please?,NV\
I don't understand.,NV\
Say that again.,NV\
Can you explain?,NV\
That command is invalid.,NV\
Sorry I didn\'92t catch that.,NV\
I can\'92t process this.,NV\
This is not a valid instruction.,NV\
What does that mean?,NV\
That\'92s unclear.,NV\
I don\'92t follow.,NV\
Please clarify.,NV\
I\'92m not sure what you meant.,NV\
That command is not recognized.,NV\
No matching action found.,NV\
Invalid voice command.,NV\
This request is outside protocol.,NV\
Instruction unclear.,NV\
Not a valid order.,NV\
This is not understood.,NV\
The system cannot parse that.,NV\
I don't recognize that.,NV\
Pardon?,NV\
Please rephrase.,NV\
Say it differently.,NV\
Unknown instruction.,NV\
Command not understood.,NV\
Invalid syntax.,NV\
That doesn't fit any action.,NV\
Unrecognized order.,NV\
Please use valid commands.,NV\
Not a recognized pattern.,NV\
That phrase makes no sense.,NV\
Can you be more specific?,NV\
This is outside of my scope.,NV\
Does not compute.,NV\
No such instruction found.,NV\
Sorry what?,NV\
Can you try again?,NV\
That\'92s not something I can do.,NV\
I didn\'92t get that.,NV\
Out of context.,NV\
That\'92s gibberish.,NV\
No clear action identified.,NV\
That\'92s not one of the codes.,NV\
Misunderstood input.,NV\
Not a supported request.,NV\
}
